Trial_No,Type,Condition,Stim1,Stim1_F1,Stim2,Stim2_F1,Stim2_F2,Corr_Resp,trialstart_time,keystart_time,resp_key,response,keypress_time,key_RT
1,E,1,Friend,C,excitable,CU,Positive,NIL,3.3363597999559715,5.169187600025907,None,None,nan,nan
2,E,1,Friend,C,cautious,CU,Positive,NIL,6.677782600047067,9.009455799940042,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,10.517655899981037,12.352484000031836,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,10.517655899981037,12.352484000031836,None,None,nan,nan
