trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,5.796524200000022,None,10.76309190000029,None,,001,2021_Oct_21_1853,exp,2021.2.3,61.21468295374203,
1,0,1,0,15.763046900000518,None,19.76273930000025,None,,001,2021_Oct_21_1853,exp,2021.2.3,61.21468295374203,
