Trial_No,Type,Condition,Stim1,Stim1_F1,Stim2,Stim2_F1,Stim2_F2,Corr_Resp,trialstart_time,keystart_time,resp_key,response,keypress_time,key_RT
1,E,1,Friend,C,excitable,CU,Positive,NIL,6.713437900005374,9.069662800000515,None,None,nan,nan
2,E,1,Friend,C,cautious,CU,Positive,NIL,10.577395700034685,12.917960899998434,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,14.424588900001254,17.277913300029468,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,14.424588900001254,17.277913300029468,None,None,nan,nan
