trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,69.7555499,None,73.7055704000004,None,,001,2021_Oct_21_1840,exp,2021.2.3,60.73987238564336,
1,0,1,0,77.72139969999989,None,81.70520420000048,None,,001,2021_Oct_21_1840,exp,2021.2.3,60.73987238564336,
