trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.9811696000397205,None,return,2.2855103998444974,4.9811696000397205,None,,001,2021_Nov_01_0151,exp,2021.2.3,143.80419610848418,
