trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,39.1034287000075,None,44.06889270001557,None,,001,2021_Oct_23_2039,exp,2021.2.3,143.8368776248965,
1,0,1,0,49.08307940000668,None,54.082921399967745,None,,001,2021_Oct_23_2039,exp,2021.2.3,143.8368776248965,
