trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,39.91569689998869,None,43.883301299996674,None,,001,2021_Oct_23_2025,exp,2021.2.3,148.47986311566575,
1,0,1,0,47.90207359998021,None,52.89449320000131,None,,001,2021_Oct_23_2025,exp,2021.2.3,148.47986311566575,
