trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.676013399846852,None,return,0.6005123001523316,4.676013399846852,None,,001,2021_Nov_01_0153,exp,2021.2.3,144.32576032548795,
