trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,41.82959649991244,None,return,1.8577657998539507,41.82959649991244,None,,,,,,,,,,,,,,,,,,,001,2021_Oct_31_1827,exp,2021.2.3,144.61964316597417,
,,,,,,,,,,43.71860749996267,None,"amogus
",43.71860749996267,None,return,4.148748300038278,43.71860749996267,None,59.638274599798024,None,51.90897939982824,None,return,7.711765700019896,51.90897939982824,None,,,,,,,
