trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.646961299935356,None,return,0.23602319997735322,4.646961299935356,None,,001,2021_Nov_01_0152,exp,2021.2.3,144.26704387193203,
