trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,39.15756649989635,None,43.12999799998943,None,,001,2021_Oct_23_2112,exp,2021.2.3,144.85888564543046,
1,0,1,0,47.149482999928296,None,51.14601199992467,None,,001,2021_Oct_23_2112,exp,2021.2.3,144.85888564543046,
