trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,43.26884659996722,None,48.23532730003353,None,,001,2021_Oct_23_0148,exp,2021.2.3,143.41482169342368,
1,0,1,0,53.24859640002251,None,57.24974799994379,None,,001,2021_Oct_23_0148,exp,2021.2.3,143.41482169342368,
