trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1713.9876160999993,None,Type response here,1713.9876160999993,None,return,0.4966641999781132,1713.9876160999993,None,1772.6191824999987,None,1718.5197226000018,None,return,54.08213099994464,1718.5197226000018,None,1776.621232400008,None,,001,2021_Dec_21_1623,exp,2021.2.3,75.89677734554739,
