trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.365297800002736,None,return,28.478339399996912,4.365297800002736,None,,001,2021_Nov_15_1638,exp,2021.2.3,145.2998407605013,
