trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,128.89627779996954,None,"Type response here
",128.89627779996954,None,return,0.2439493000274524,128.89627779996954,None,133.5222421999788,None,133.17434159998083,None,return,0.3263063000049442,133.17434159998083,None,137.5240775999846,None,,001,2021_Dec_21_1543,exp,2021.2.3,75.42541822318937,
