trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1587.2149804999935,None,Type response here,1587.2149804999935,None,return,1.7569332999992184,1587.2149804999935,None,1600.2565342999878,None,1593.0142631999915,None,return,7.229826299997512,1593.0142631999915,None,1604.2583426000201,None,,001,2021_Dec_20_2327,exp,2021.2.3,74.8849392929611,
