trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,77.47992599999998,None,Type response here,77.47992599999998,None,return,0.153760900022462,77.47992599999998,None,82.17392939998535,None,81.66498050000519,None,return,0.4948753000353463,81.66498050000519,None,87.18697779998183,None,,001,2021_Dec_21_1702,exp,2021.2.3,75.18288233813696,
