trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,198.20251510001253,None,Type response here,198.20251510001253,None,return,0.11459090001881123,198.20251510001253,None,203.33658240002114,None,202.3623862999957,None,return,0.9614531000261195,202.3623862999957,None,207.33675720001338,None,,001,2021_Dec_21_1644,exp,2021.2.3,76.88800416984992,
