trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,379.33688330000007,None,return,1.7333157999999003,379.33688330000007,None,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_15_2059,exp,2021.2.3,59.80714587742685,
0,0,0,0,,,,,,,381.1083448999999,None,"Type response here

",381.1083448999999,None,return,1.0242011000000275,381.1083448999999,None,386.8294778999999,None,386.1761762,None,return,0.62213399999996,386.1761762,None,390.8327112999999,None,,001,2021_Dec_15_2059,exp,2021.2.3,59.80714587742685,
