trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,195.64326779998373,None,Type response here,195.64326779998373,None,return,0.705744799983222,195.64326779998373,None,201.976603899966,None,200.37528089998523,None,return,1.5766753999632783,200.37528089998523,None,205.97844560001977,None,,001,2021_Dec_21_1628,exp,2021.2.3,74.70954795675797,
