trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,textbox.text,textbox.started,textbox.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,594.5010284999735,None,"Type response here
",594.5010284999735,None,return,0.29963690001750365,594.5010284999735,None,599.3415972999646,None,598.8349973000004,None,return,0.48177800001576543,598.8349973000004,None,603.3436954999925,None,,001,2021_Dec_21_1551,exp,2021.2.3,75.05940954467832,
