trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
1,4  +  2,0,1.45,1.45,8        6,1.45,1.45,2.9, ,2.9,3,0.1,2,15.0,15.006588899996132,16.455799799994566,17.904830199986463,1.2974007000157144,True,2
2,2  +  5,3,1.45,4.45,5        7,4.45,1.45,5.9, ,5.9,6,0.1,2,18.0,18.00484099998721,19.454259499994805,20.903540900006192,0.37640760000795126,False,1
3,1  +  7,6,1.45,7.45,8        6,7.45,1.45,8.9, ,8.9,9,0.1,1,21.0,21.003398300003028,22.452634099987336,23.902374299999792,0.45796910001081415,False,2
4,6  +  4,9,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,24.0,24.001960199995665,25.451419299992267,26.900639100000262,0.5369455000036396,False,1
5,1  +  2,12,1.45,13.45,1        3,13.45,1.45,14.9, ,14.9,15,0.1,2,27.0,27.000539300002856,28.450498399994103,29.900175499991747,0.40778199999476783,False,1
