trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
1,4  +  2,0,1.45,1.45,8        6,1.45,1.45,2.9, ,2.9,3,0.1,2,15.0,15.005918199982261,16.455591500009177,17.92155259998981,None,False,None
2,2  +  5,3,1.45,4.45,5        7,4.45,1.45,5.9, ,5.9,6,0.1,2,18.0,18.00485870000557,19.453822199982824,20.90342829999281,0.4155185999989044,False,1
3,1  +  7,6,1.45,7.45,8        6,7.45,1.45,8.9, ,8.9,9,0.1,1,21.0,21.003375100000994,22.452773400000297,23.901670899998862,0.3412825999839697,False,2
4,6  +  4,9,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,24.0,24.00185820000479,25.451012200006517,26.900559100002283,1.0879746999999043,False,1
5,1  +  2,12,1.45,13.45,1        3,13.45,1.45,14.9, ,14.9,15,0.1,2,27.0,27.000318500009598,28.449798899993766,29.89898619998712,0.313930900010746,False,1
6,17  +  7,15,1.45,16.45,24        22,16.45,1.45,17.9, ,17.9,18,0.1,1,30.0,29.999316300003557,31.447947200009366,32.89758089999668,0.32440289997612126,False,2
7,18  +  6,18,1.45,19.45,26        24,19.45,1.45,20.9, ,20.9,21,0.1,2,33.0,32.99746459999005,34.446643400005996,35.89605549999396,0.38782599999103695,False,1
8,19  +  6,21,1.45,22.45,27        25,22.45,1.45,23.9, ,23.9,24,0.1,2,36.0,35.99598269999842,37.44535219998215,38.89442009999766,0.4227610000234563,False,1
