TrialIndex,Condition,TrialType,fix_duration,stim_duration,stimPicLeft,stimPicRight,stimPicMid,Ans,fixStart,stimStart,keyResp,resp,respCORR,respRT,IDNO,Run
0,OneBack,NoGo,1.9954350870919408,1.0045649129080592,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,,NA,11.300882299998193,13.372255499998573,None,None,,nan,001,1
1,OneBack,NoGo,2.1515929727227627,0.8484070272772373,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//triangle.png,,NA,14.395677499996964,16.603002400006517,None,None,,nan,001,1
2,OneBack,OneBack,1.1407893801613525,4.859210619838647,?,?,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,left,17.463319400005275,18.638577999998233,None,None,0,nan,001,1
3,OneBack,NoGo,2.1958328667684435,0.8041671332315565,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,,NA,23.51970309999888,25.76448330000858,None,None,,nan,001,1
4,OneBack,NoGo,2.0911534350013037,0.9088465649986963,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//triangle.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,,NA,26.585917999997037,28.727534600009676,None,None,,nan,001,1
5,OneBack,NoGo,1.5305899830335536,1.4694100169664464,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,,NA,29.65549020000617,31.234295100002782,None,None,,nan,001,1
6,OneBack,NoGo,2.4391491627785107,0.5608508372214893,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//triangle.png,,NA,32.72254570000223,35.208067100000335,None,None,,nan,001,1
7,OneBack,NoGo,2.4690406502940996,0.5309593497059004,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,,NA,35.79050780000398,38.31796260000556,None,None,,nan,001,1
8,OneBack,OneBack,1.7914441215435972,4.208555878456403,?,?,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,right,38.87168150000798,40.702788800001144,None,None,0,nan,001,1
9,OneBack,NoGo,1.8457004147087526,1.1542995852912474,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//square.png,c:\Users\gooda\Documents\GitHub\THINCLabTestRepo\Tasks\taskScripts//resources//ZeroBack_Task//stimuli//circle.png,,NA,44.92630150000332,46.827167600000394,None,None,,nan,001,1
