trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,40.70975919999182,None,45.68146180000622,None,,001,2021_Oct_23_2028,exp,2021.2.3,144.32346953762587,
1,0,1,0,50.695589900016785,None,55.69584130006842,None,,001,2021_Oct_23_2028,exp,2021.2.3,144.32346953762587,
