trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,40.216414199909195,None,45.1887524999911,None,,001,2021_Oct_23_2011,exp,2021.2.3,143.05803742230236,
1,0,1,0,50.201781099895015,None,55.195064099971205,None,,001,2021_Oct_23_2011,exp,2021.2.3,143.05803742230236,
