trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,2749.0761871000286,None,2753.0477515000384,None,,001,2021_Oct_24_0155,exp,2021.2.3,141.28883691262297,
1,0,1,0,2757.0619072000263,None,2761.061859700014,None,,001,2021_Oct_24_0155,exp,2021.2.3,141.28883691262297,
