trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,62.17422209994402,None,66.05686000001151,None,,001,2021_Oct_22_2135,exp,2021.2.3,146.0284638367097,
1,0,1,0,70.07839779998176,None,74.07781149994116,None,,001,2021_Oct_22_2135,exp,2021.2.3,146.0284638367097,
