trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,56.10577910009306,None,60.97820730006788,None,,001,2021_Oct_23_0204,exp,2021.2.3,142.61957957895015,
1,0,1,0,65.99223120009992,None,69.99295370001346,None,,001,2021_Oct_23_0204,exp,2021.2.3,142.61957957895015,
