trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,key_resp.keys,key_resp.started,key_resp.stopped,stimulus_interval,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,172.64323820000027,None,return,1.990590899999006,172.64323820000027,None,,,,,,,,,,,,,,,,,,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
,,,,,,,,,,,,,,0.4828125,0.0275,0,0,0,0.002313790007974603,None,,,,,,,,,,,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,174.64927510000052,None,177.6632970999999,None,None,177.6632970999999,None,1,182.66464669999914,None,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,183.67586759999904,None,None,183.67586759999904,None,2,188.67824110000038,None,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,190.68364250000013,None,None,190.68364250000013,None,3,195.69070139999894,None,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,197.69972699999926,None,None,197.69972699999926,None,4,202.7112244,None,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,206.71926859999985,None,None,206.71926859999985,None,4,211.7180344999997,None,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,215.71847290000005,215.71847290000005,001,,2021_Dec_06_0118,FingTap,2021.2.3,144.7565556590989,
