,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,4,6  +  4,0,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,15.0,15.059342799999285,16.50947350000206,17.976954699999624,None,False,None
1,29,3  +  5,3,1.45,100.45,8        10,100.45,1.45,101.9, ,101.9,102,0.1,1,18.0,18.016796100000647,19.47164100000009,20.94062699999995,None,False,None
2,50,4  +  4,6,1.45,178.45,10        8,178.45,1.45,179.9, ,179.9,180,0.1,2,21.0,21.006770899999538,22.460921599998983,23.926601999999548,None,False,None
3,39,7  +  2,9,1.45,130.45,7        9,130.45,1.45,131.9, ,131.9,132,0.1,2,24.0,24.007996000000276,25.460863200001768,26.927447699999902,None,False,None
4,59,4  +  1,12,1.45,205.45,5        3,205.45,1.45,206.9, ,206.9,207,0.1,1,27.0,26.993780799999513,28.447531000001618,29.91452500000014,None,False,None
5,55,2  +  8,15,1.45,193.45,10        12,193.45,1.45,194.9, ,194.9,195,0.1,1,30.0,29.99447109999892,31.448415599999862,32.91561840000213,None,False,None
6,7,8  +  1,18,1.45,19.45,9        11,19.45,1.45,20.9, ,20.9,21,0.1,1,33.0,32.99554239999998,34.44999380000081,35.9164767000002,None,False,None
7,35,5  +  3,21,1.45,118.45,8        10,118.45,1.45,119.9, ,119.9,120,0.1,1,36.0,35.996347700001934,37.45018759999948,38.91784439999901,None,False,None
8,21,5  +  3,24,1.45,76.45,6        8,76.45,1.45,77.9, ,77.9,78,0.1,2,39.0,38.997655700000905,40.45127649999995,41.918786199999886,None,False,None
9,3,1  +  7,27,1.45,7.45,8        6,7.45,1.45,8.9, ,8.9,9,0.1,1,42.0,41.99863389999882,43.45261699999901,44.92110550000143,None,False,None
10,32,5  +  4,30,1.45,109.45,7        9,109.45,1.45,110.9, ,110.9,111,0.1,2,45.0,44.99969559999954,46.45351800000208,47.92083579999962,None,False,None
11,56,1  +  8,33,1.45,196.45,11        9,196.45,1.45,197.9, ,197.9,198,0.1,2,48.0,48.00048049999896,49.45597329999873,50.92184660000203,None,False,None
12,18,4  +  2,36,1.45,52.45,6        4,52.45,1.45,53.9, ,53.9,54,0.1,1,51.0,51.001752100000886,52.455842700001085,53.922995199998695,None,False,None
13,44,9  +  1,39,1.45,160.45,10        12,160.45,1.45,161.9, ,161.9,162,0.1,1,54.0,54.00365740000052,55.457034800001566,56.92420720000155,None,False,None
14,13,1  +  1,42,1.45,37.45,4        2,37.45,1.45,38.9, ,38.9,39,0.1,2,57.0,57.0037493000018,58.45794190000015,59.92533530000219,None,False,None
15,28,7  +  3,45,1.45,97.45,10        12,97.45,1.45,98.9, ,98.9,99,0.1,1,60.0,60.00500580000153,61.45906330000071,62.926294199998665,None,False,None
16,41,2  +  6,48,1.45,151.45,8        6,151.45,1.45,152.9, ,152.9,153,0.1,1,63.0,63.00601580000148,64.46005910000167,65.92717769999945,None,False,None
17,43,3  +  1,51,1.45,157.45,4        2,157.45,1.45,158.9, ,158.9,159,0.1,1,66.0,65.99355640000067,67.44781359999979,68.91500010000163,None,False,None
18,60,1  +  3,54,1.45,208.45,2        4,208.45,1.45,209.9, ,209.9,210,0.1,2,69.0,68.99471600000106,70.4501092999999,71.91591429999971,None,False,None
19,12,7  +  1,57,1.45,34.45,6        8,34.45,1.45,35.9, ,35.9,36,0.1,2,72.0,71.99598859999969,73.44991360000131,74.91783560000113,None,False,None
20,24,4  +  3,60,1.45,85.45,5        7,85.45,1.45,86.9, ,86.9,87,0.1,2,75.0,90.04676269999982,91.4976530999993,92.96555730000182,None,False,None
21,37,2  +  1,63,1.45,124.45,3        5,124.45,1.45,125.9, ,125.9,126,0.1,1,78.0,93.00480600000083,94.45918150000216,95.92665620000116,None,False,None
22,33,5  +  5,66,1.45,112.45,10        8,112.45,1.45,113.9, ,113.9,114,0.1,1,81.0,95.96620310000071,97.4217862000005,98.88841560000219,None,False,None
23,31,1  +  1,69,1.45,106.45,2        0,106.45,1.45,107.9, ,107.9,108,0.1,1,84.0,98.92585890000191,100.3828457999989,101.84812170000077,None,False,None
24,1,4  +  2,72,1.45,1.45,8        6,1.45,1.45,2.9, ,2.9,3,0.1,2,87.0,101.88810540000122,103.34060360000149,104.8088029999999,None,False,None
25,68,4  +  5,75,1.45,247.45,9        7,247.45,1.45,248.9, ,248.9,249,0.1,1,90.0,104.8487712999995,106.30390479999915,107.77142979999917,None,False,None
26,20,1  +  8,78,1.45,58.45,11        9,58.45,1.45,59.9, ,59.9,60,0.1,2,93.0,107.81040779999967,109.26474510000116,110.73135810000167,None,False,None
27,62,1  +  7,81,1.45,229.45,6        8,229.45,1.45,230.9, ,230.9,231,0.1,2,96.0,110.77253349999955,112.22576820000177,113.69084590000057,None,False,None
28,25,2  +  8,84,1.45,88.45,12        10,88.45,1.45,89.9, ,89.9,90,0.1,2,99.0,113.73289020000084,115.18714720000207,116.65351120000196,None,False,None
29,10,1  +  5,87,1.45,28.45,6        8,28.45,1.45,29.9, ,29.9,30,0.1,1,102.0,116.6944719000021,118.14752339999905,119.61468740000055,None,False,None
30,26,2  +  3,90,1.45,91.45,5        7,91.45,1.45,92.9, ,92.9,93,0.1,1,105.0,119.65456389999963,121.10836220000056,122.57602469999983,None,False,None
31,45,3  +  2,93,1.45,163.45,5        3,163.45,1.45,164.9, ,164.9,165,0.1,1,108.0,122.61565600000176,124.06782680000106,125.53667900000073,None,False,None
