,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,58,19  +  7,0,1.45,202.45,26        24,202.45,1.45,203.9, ,203.9,204,0.1,1,15.0,15.06466879999789,16.53221650001069,17.996026599998004,None,False,None
1,53,14  +  8,3,1.45,187.45,24        22,187.45,1.45,188.9, ,188.9,189,0.1,2,18.0,18.032992499996908,19.488250599999446,20.955358899998828,None,False,None
2,61,19  +  3,6,1.45,226.45,22        24,226.45,1.45,227.9, ,227.9,228,0.1,1,21.0,20.99550950000412,22.44941220000328,23.915767800004687,None,False,None
3,33,18  +  6,9,1.45,112.45,24        26,112.45,1.45,113.9, ,113.9,114,0.1,1,24.0,23.997065000003204,25.450035200003185,26.917911800002912,None,False,None
4,40,18  +  8,12,1.45,133.45,26        24,133.45,1.45,134.9, ,134.9,135,0.1,1,27.0,26.997478500008583,28.451571199999307,29.917382800005726,None,False,None
5,75,16  +  6,15,1.45,268.45,24        22,268.45,1.45,269.9, ,269.9,270,0.1,2,30.0,29.997364599999855,31.452442499998142,32.919125300002634,None,False,None
6,52,12  +  9,18,1.45,184.45,21        23,184.45,1.45,185.9, ,185.9,186,0.1,1,33.0,32.99805920000654,34.452661300005275,35.92199740000069,None,False,None
7,79,13  +  9,21,1.45,280.45,24        22,280.45,1.45,281.9, ,281.9,282,0.1,2,36.0,36.000273099998594,37.45373880000261,38.92163910000818,None,False,None
8,62,14  +  9,24,1.45,229.45,23        25,229.45,1.45,230.9, ,230.9,231,0.1,1,39.0,39.00243560000672,40.45490620000055,41.9230394000042,None,False,None
9,68,16  +  5,27,1.45,247.45,19        21,247.45,1.45,248.9, ,248.9,249,0.1,2,42.0,42.00142690000939,43.456668400001945,44.92520019999938,None,False,None
10,72,18  +  7,30,1.45,259.45,25        23,259.45,1.45,260.9, ,260.9,261,0.1,1,45.0,45.00270189999719,46.456905600003665,47.925080300003174,None,False,None
11,49,19  +  2,33,1.45,175.45,21        23,175.45,1.45,176.9, ,176.9,177,0.1,1,48.0,48.00371650001034,49.4579434000043,50.926195200008806,None,False,None
12,11,16  +  7,36,1.45,31.45,21        23,31.45,1.45,32.9, ,32.9,33,0.1,2,51.0,51.004833099999814,52.458837900005165,53.92637650000688,None,False,None
13,69,17  +  5,39,1.45,250.45,22        24,250.45,1.45,251.9, ,251.9,252,0.1,1,54.0,54.00699999999779,55.46109589999833,56.92778019999969,None,False,None
14,28,19  +  2,42,1.45,97.45,21        23,97.45,1.45,98.9, ,98.9,99,0.1,1,57.0,56.996068100008415,58.44782300000952,59.91685930000676,None,False,None
15,17,19  +  6,45,1.45,49.45,27        25,49.45,1.45,50.9, ,50.9,51,0.1,2,60.0,59.99600949999876,61.45011770000565,62.917153000002145,None,False,None
16,7,18  +  6,48,1.45,19.45,26        24,19.45,1.45,20.9, ,20.9,21,0.1,2,63.0,62.996121500007575,64.44982710000477,65.91854160001094,None,False,None
17,12,15  +  7,51,1.45,34.45,22        20,34.45,1.45,35.9, ,35.9,36,0.1,1,66.0,66.00145450000127,67.45181910000974,68.91839259999688,None,False,None
18,41,19  +  9,54,1.45,151.45,30        28,151.45,1.45,152.9, ,152.9,153,0.1,2,69.0,68.99823599999945,70.45342440000968,71.92072870000266,None,False,None
19,31,17  +  6,57,1.45,106.45,23        25,106.45,1.45,107.9, ,107.9,108,0.1,1,72.0,71.99986830000125,73.45326789999672,74.92034730000887,None,False,None
