,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,70,1  +  9,0,1.45,253.45,8        10,253.45,1.45,254.9, ,254.9,255,0.1,2,15.0,15.060164700000314,16.52729360000012,17.993713600000774,None,False,None
1,42,2  +  1,3,1.45,154.45,5        3,154.45,1.45,155.9, ,155.9,156,0.1,2,18.0,18.033972000001086,19.48861770000076,20.95594020000135,None,False,None
2,32,5  +  4,6,1.45,109.45,7        9,109.45,1.45,110.9, ,110.9,111,0.1,2,21.0,20.99536580000131,22.45097810000152,23.915575900002295,None,False,None
3,58,7  +  2,9,1.45,202.45,9        7,202.45,1.45,203.9, ,203.9,204,0.1,1,24.0,23.997935100000177,25.449462000000494,26.91729309999937,None,False,None
4,51,2  +  8,12,1.45,181.45,10        8,181.45,1.45,182.9, ,182.9,183,0.1,1,27.0,26.997940400000516,28.45000970000183,29.918591900001047,None,False,None
5,6,1  +  6,15,1.45,16.45,7        5,16.45,1.45,17.9, ,17.9,18,0.1,1,30.0,29.99988460000168,31.451641700001346,32.9183116000022,None,False,None
6,1,4  +  2,18,1.45,1.45,8        6,1.45,1.45,2.9, ,2.9,3,0.1,2,33.0,32.998707499999,34.45253020000018,35.91968249999991,None,False,None
7,26,2  +  3,21,1.45,91.45,5        7,91.45,1.45,92.9, ,92.9,93,0.1,1,36.0,36.00306920000003,37.45329970000239,38.920511300002545,None,False,None
8,37,2  +  1,24,1.45,124.45,3        5,124.45,1.45,125.9, ,125.9,126,0.1,1,39.0,39.00613860000158,40.45478300000104,41.923451300001034,None,False,None
9,61,6  +  3,27,1.45,226.45,9        7,226.45,1.45,227.9, ,227.9,228,0.1,1,42.0,42.00347210000109,43.4567676000006,44.923981800002366,None,False,None
10,4,6  +  4,30,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,45.0,45.01899240000057,46.469927900001494,47.93799990000116,None,False,None
11,54,5  +  5,33,1.45,190.45,12        10,190.45,1.45,191.9, ,191.9,192,0.1,2,48.0,48.00380900000164,49.45830070000011,50.92614080000203,None,False,None
12,19,3  +  7,36,1.45,55.45,10        12,55.45,1.45,56.9, ,56.9,57,0.1,1,51.0,51.0067968000003,52.46102769999925,53.93176490000042,None,False,None
13,59,4  +  1,39,1.45,205.45,5        3,205.45,1.45,206.9, ,206.9,207,0.1,1,54.0,54.00596030000088,55.46023680000144,56.92804629999955,None,False,None
14,44,9  +  1,42,1.45,160.45,10        12,160.45,1.45,161.9, ,161.9,162,0.1,1,57.0,56.99614550000115,58.44888540000102,59.91548220000186,None,False,None
15,31,1  +  1,45,1.45,106.45,2        0,106.45,1.45,107.9, ,107.9,108,0.1,1,60.0,59.99487349999981,61.448756400001,62.917161000001215,None,False,None
16,78,17  +  7,48,1.45,277.45,22        24,277.45,1.45,278.9, ,278.9,279,0.1,2,63.0,62.998466500001086,64.44980629999918,65.91703980000239,None,False,None
17,62,14  +  9,51,1.45,229.45,23        25,229.45,1.45,230.9, ,230.9,231,0.1,1,66.0,65.99690030000056,67.45121400000062,68.92351680000138,None,False,None
18,77,18  +  3,54,1.45,274.45,23        21,274.45,1.45,275.9, ,275.9,276,0.1,2,69.0,69.00602160000199,70.4516223999999,71.92101810000167,None,False,None
19,69,17  +  5,57,1.45,250.45,22        24,250.45,1.45,251.9, ,251.9,252,0.1,1,72.0,71.9991114000004,73.45279980000123,74.92180440000084,None,False,None
20,46,15  +  6,60,1.45,166.45,21        19,166.45,1.45,167.9, ,167.9,168,0.1,1,75.0,90.03224540000156,91.4859120000001,92.93992880000224,None,False,None
21,53,14  +  8,63,1.45,187.45,24        22,187.45,1.45,188.9, ,188.9,189,0.1,2,78.0,92.98049159999937,94.435851000002,95.90440189999936,None,False,None
22,33,18  +  6,66,1.45,112.45,24        26,112.45,1.45,113.9, ,113.9,114,0.1,1,81.0,95.94446240000252,99.9328088000002,101.39888839999912,None,False,None
23,63,19  +  4,69,1.45,232.45,23        25,232.45,1.45,233.9, ,233.9,234,0.1,1,84.0,101.43989829999919,102.89219249999951,104.36024890000044,None,False,None
24,42,17  +  8,72,1.45,154.45,27        25,154.45,1.45,155.9, ,155.9,156,0.1,2,87.0,104.39787140000044,105.85262440000224,107.32179449999967,None,False,None
25,21,18  +  3,75,1.45,76.45,23        21,76.45,1.45,77.9, ,77.9,78,0.1,2,90.0,107.36042330000055,108.8159708000021,110.28190190000169,None,False,None
26,58,19  +  7,78,1.45,202.45,26        24,202.45,1.45,203.9, ,203.9,204,0.1,1,93.0,110.32286509999904,111.77630320000026,113.24430850000135,None,False,None
27,27,18  +  7,81,1.45,94.45,27        25,94.45,1.45,95.9, ,95.9,96,0.1,2,96.0,113.28443250000055,114.737120400001,116.20405260000189,None,False,None
28,39,13  +  8,84,1.45,130.45,21        23,130.45,1.45,131.9, ,131.9,132,0.1,1,99.0,116.25868439999977,117.71020119999957,119.17974400000094,None,False,None
29,8,19  +  6,87,1.45,22.45,27        25,22.45,1.45,23.9, ,23.9,24,0.1,2,102.0,119.21903039999961,120.67347910000171,122.13877770000181,None,False,None
30,30,19  +  7,90,1.45,103.45,24        26,103.45,1.45,104.9, ,104.9,105,0.1,2,105.0,122.17765340000187,123.63326520000192,125.10005610000007,None,False,None
31,29,19  +  6,93,1.45,100.45,25        23,100.45,1.45,101.9, ,101.9,102,0.1,1,108.0,125.14148090000162,126.59347759999946,128.06230300000243,None,False,None
32,2,2  +  5,96,1.45,4.45,5        7,4.45,1.45,5.9, ,5.9,6,0.1,2,111.0,128.10156880000068,129.55750830000034,131.02213200000187,None,False,None
33,73,1  +  5,99,1.45,262.45,6        4,262.45,1.45,263.9, ,263.9,264,0.1,1,114.0,131.06214249999903,132.515789699999,133.98298250000153,None,False,None
34,15,6  +  2,102,1.45,43.45,8        6,43.45,1.45,44.9, ,44.9,45,0.1,1,117.0,134.0225836999998,135.47663760000069,136.94755110000187,None,False,None
35,74,1  +  4,105,1.45,265.45,5        7,265.45,1.45,266.9, ,266.9,267,0.1,1,120.0,136.98470970000199,138.4388199999994,139.9054270000015,None,False,None
36,78,5  +  1,108,1.45,277.45,8        6,277.45,1.45,278.9, ,278.9,279,0.1,2,123.0,139.9450448000025,141.39920320000238,142.86466750000181,None,False,None
37,57,3  +  2,111,1.45,199.45,7        5,199.45,1.45,200.9, ,200.9,201,0.1,2,126.0,142.90552930000194,144.36022700000103,145.82544860000053,None,False,None
38,47,4  +  6,114,1.45,169.45,10        8,169.45,1.45,170.9, ,170.9,171,0.1,1,129.0,145.8654239000025,147.3270764000008,148.78706299999976,None,False,None
39,48,4  +  3,117,1.45,172.45,9        7,172.45,1.45,173.9, ,173.9,174,0.1,2,132.0,148.826381400002,150.28061209999942,151.72074409999914,0.39159790000121575,False,1
40,3,14  +  8,120,1.45,7.45,22        20,7.45,1.45,8.9, ,8.9,9,0.1,1,135.0,151.7740913000016,153.22929010000007,154.6699050999996,0.3798784999999043,False,2
41,76,14  +  7,123,1.45,271.45,23        21,271.45,1.45,272.9, ,272.9,273,0.1,2,138.0,154.7097743000013,156.16271550000238,157.61684660000174,0.26270759999897564,True,2
42,56,15  +  7,126,1.45,196.45,24        22,196.45,1.45,197.9, ,197.9,198,0.1,2,141.0,157.66430150000087,159.1103901000024,160.56430620000174,0.9289079999980459,False,1
43,75,16  +  6,129,1.45,268.45,24        22,268.45,1.45,269.9, ,269.9,270,0.1,2,144.0,160.6042395000004,162.0579886000014,163.49835650000023,0.9889301000002888,True,2
44,50,13  +  9,132,1.45,178.45,20        22,178.45,1.45,179.9, ,179.9,180,0.1,2,147.0,163.53830390000076,164.99259539999912,166.45954820000043,None,False,None
45,11,16  +  7,135,1.45,31.45,21        23,31.45,1.45,32.9, ,32.9,33,0.1,2,150.0,166.49937649999993,167.95351949999895,169.42065619999994,None,False,None
46,65,16  +  6,138,1.45,238.45,20        22,238.45,1.45,239.9, ,239.9,240,0.1,2,153.0,169.46071200000006,170.91476940000211,172.38418610000008,None,False,None
47,51,18  +  6,141,1.45,181.45,24        22,181.45,1.45,182.9, ,182.9,183,0.1,1,156.0,172.4223032000009,173.87583330000052,175.34535529999994,None,False,None
48,38,19  +  8,144,1.45,127.45,25        27,127.45,1.45,128.9, ,128.9,129,0.1,2,159.0,175.38535310000225,176.83945289999974,178.30489260000104,None,False,None
49,9,16  +  9,147,1.45,25.45,25        23,25.45,1.45,26.9, ,26.9,27,0.1,1,162.0,178.34661459999916,179.79764550000255,181.26674710000225,None,False,None
50,54,15  +  6,150,1.45,190.45,21        23,190.45,1.45,191.9, ,191.9,192,0.1,1,165.0,181.30675139999948,182.76418230000127,184.22775670000192,None,False,None
51,80,18  +  4,153,1.45,283.45,22        20,283.45,1.45,284.9, ,284.9,285,0.1,1,168.0,184.26779019999958,185.72267120000106,187.1898430000001,None,False,None
52,20,17  +  8,156,1.45,58.45,25        23,58.45,1.45,59.9, ,59.9,60,0.1,1,171.0,187.24288050000177,188.6969210999996,190.16286799999943,None,False,None
53,71,15  +  7,159,1.45,256.45,22        20,256.45,1.45,257.9, ,257.9,258,0.1,1,174.0,190.20263610000256,191.65800110000055,193.12395900000047,None,False,None
54,7,18  +  6,162,1.45,19.45,26        24,19.45,1.45,20.9, ,20.9,21,0.1,2,177.0,193.17778969999927,194.63141010000254,196.09920550000243,None,False,None
55,72,18  +  7,165,1.45,259.45,25        23,259.45,1.45,260.9, ,260.9,261,0.1,1,180.0,196.15100820000225,197.6064609999994,199.07255839999925,None,False,None
56,7,8  +  1,168,1.45,19.45,9        11,19.45,1.45,20.9, ,20.9,21,0.1,1,183.0,199.11382140000205,200.56718209999963,202.03369790000215,None,False,None
57,77,5  +  2,171,1.45,274.45,5        7,274.45,1.45,275.9, ,275.9,276,0.1,2,186.0,202.07363140000234,203.52837179999915,204.99666849999994,None,False,None
58,29,3  +  5,174,1.45,100.45,8        10,100.45,1.45,101.9, ,101.9,102,0.1,1,189.0,205.03473130000202,206.48875430000044,207.95721670000057,None,False,None
59,22,1  +  6,177,1.45,79.45,7        9,79.45,1.45,80.9, ,80.9,81,0.1,1,192.0,207.99591870000222,209.45002770000065,210.91913159999967,None,False,None
60,69,7  +  3,180,1.45,250.45,12        10,250.45,1.45,251.9, ,251.9,252,0.1,2,195.0,210.97083510000084,212.4244796999992,213.89185139999972,None,False,None
61,9,4  +  2,183,1.45,25.45,6        8,25.45,1.45,26.9, ,26.9,27,0.1,1,198.0,213.93353720000232,215.38575879999917,216.85279649999939,None,False,None
62,76,1  +  6,186,1.45,271.45,9        7,271.45,1.45,272.9, ,272.9,273,0.1,2,201.0,216.89297799999986,218.346559900001,219.81412249999994,None,False,None
63,18,4  +  2,189,1.45,52.45,6        4,52.45,1.45,53.9, ,53.9,54,0.1,1,204.0,219.8518705000024,221.30716609999945,222.77486350000254,None,False,None
