,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,32,5  +  4,0,1.45,109.45,7        9,109.45,1.45,110.9, ,110.9,111,0.1,2,15.0,15.047881299993605,16.499016299989307,17.966594999990775,None,False,None
1,30,3  +  6,3,1.45,103.45,9        7,103.45,1.45,104.9, ,104.9,105,0.1,1,18.0,18.007385199991404,19.460256699996535,20.927554800000507,None,False,None
2,39,7  +  2,6,1.45,130.45,7        9,130.45,1.45,131.9, ,131.9,132,0.1,2,21.0,21.00826380000217,22.46120869999868,23.928512999991653,None,False,None
3,72,3  +  2,9,1.45,259.45,5        7,259.45,1.45,260.9, ,260.9,261,0.1,1,24.0,24.008436999996775,25.462604899992584,26.93036509999365,None,False,None
4,43,3  +  1,12,1.45,157.45,4        2,157.45,1.45,158.9, ,158.9,159,0.1,1,27.0,26.996389699997962,28.451069499991718,29.91730029998871,None,False,None
5,54,5  +  5,15,1.45,190.45,12        10,190.45,1.45,191.9, ,191.9,192,0.1,2,30.0,29.997539399992093,31.450895699992543,32.918370899991714,None,False,None
6,11,4  +  6,18,1.45,31.45,8        10,31.45,1.45,32.9, ,32.9,33,0.1,2,33.0,32.99898730000132,34.452778599996236,35.91955409999355,None,False,None
7,58,7  +  2,21,1.45,202.45,9        7,202.45,1.45,203.9, ,203.9,204,0.1,1,36.0,35.999028699996416,37.4561887000018,38.92194259999087,None,False,None
8,52,5  +  4,24,1.45,184.45,9        7,184.45,1.45,185.9, ,185.9,186,0.1,1,39.0,39.00085630000103,40.45424409999396,41.92164469999261,None,False,None
9,76,1  +  6,27,1.45,271.45,9        7,271.45,1.45,272.9, ,272.9,273,0.1,2,42.0,42.001558499992825,43.455922099994496,44.922987300000386,None,False,None
10,19,3  +  7,30,1.45,55.45,10        12,55.45,1.45,56.9, ,56.9,57,0.1,1,45.0,45.00274129999161,46.4612890999997,47.92367709999962,None,False,None
11,62,1  +  7,33,1.45,229.45,6        8,229.45,1.45,230.9, ,230.9,231,0.1,2,48.0,48.00229659999604,49.45787620000192,50.92513959998905,None,False,None
12,33,5  +  5,36,1.45,112.45,10        8,112.45,1.45,113.9, ,113.9,114,0.1,1,51.0,51.004988899992895,52.45845659999759,53.92608509999991,None,False,None
13,4,6  +  4,39,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,54.0,54.005688599994755,55.45953529998951,56.92698189998919,None,False,None
14,13,1  +  1,42,1.45,37.45,4        2,37.45,1.45,38.9, ,38.9,39,0.1,2,57.0,57.0063885999989,58.46197229999234,59.92777270000079,None,False,None
15,29,3  +  5,45,1.45,100.45,8        10,100.45,1.45,101.9, ,101.9,102,0.1,1,60.0,60.00803199999791,61.461831799999345,62.92918819999613,None,False,None
16,67,5  +  2,48,1.45,244.45,7        9,244.45,1.45,245.9, ,245.9,246,0.1,1,63.0,62.99795779999113,64.44995189999463,65.91656189999776,None,False,None
17,38,1  +  8,51,1.45,127.45,11        9,127.45,1.45,128.9, ,128.9,129,0.1,2,66.0,65.99656020000111,67.45139099999506,68.91810809999879,None,False,None
18,10,1  +  5,54,1.45,28.45,6        8,28.45,1.45,29.9, ,29.9,30,0.1,1,69.0,68.99796909998986,70.45156970000244,71.92017109999142,None,False,None
19,20,1  +  8,57,1.45,58.45,11        9,58.45,1.45,59.9, ,59.9,60,0.1,2,72.0,71.9992651999928,73.45418449999124,74.92041089999839,None,False,None
