,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
0,2,19  +  9,0,1.45,4.45,28        26,4.45,1.45,5.9, ,5.9,6,0.1,1,15.0,15.047165399999358,16.517702899996948,17.98303550000128,None,False,None
1,11,16  +  7,3,1.45,31.45,21        23,31.45,1.45,32.9, ,32.9,33,0.1,2,18.0,18.032696399997803,19.484403000002203,20.95914069999708,None,False,None
2,63,19  +  4,6,1.45,232.45,23        25,232.45,1.45,233.9, ,233.9,234,0.1,1,21.0,21.004651600000216,22.459129000002577,23.926254300000437,None,False,None
3,73,18  +  9,9,1.45,262.45,27        29,262.45,1.45,263.9, ,263.9,264,0.1,1,24.0,24.006133099996077,25.46240179999586,26.929199199999857,None,False,None
4,60,19  +  8,12,1.45,208.45,29        27,208.45,1.45,209.9, ,209.9,210,0.1,2,27.0,26.995460199999798,28.45062450000114,29.918333599998732,None,False,None
5,70,15  +  9,15,1.45,253.45,24        26,253.45,1.45,254.9, ,254.9,255,0.1,1,30.0,29.998227099997166,31.449996700001066,32.91721359999792,None,False,None
6,41,19  +  9,18,1.45,151.45,30        28,151.45,1.45,152.9, ,152.9,153,0.1,2,33.0,32.99863519999781,34.45147139999608,35.9191404000012,None,False,None
7,64,17  +  9,21,1.45,235.45,24        26,235.45,1.45,236.9, ,236.9,237,0.1,2,36.0,35.9991829999999,37.45216799999616,38.91996690000087,None,False,None
8,14,16  +  8,24,1.45,40.45,22        24,40.45,1.45,41.9, ,41.9,42,0.1,2,39.0,39.00139859999763,40.453988299996126,41.92050569999992,None,False,None
9,7,18  +  6,27,1.45,19.45,26        24,19.45,1.45,20.9, ,20.9,21,0.1,2,42.0,42.00272389999736,43.45465759999934,44.92525919999753,None,False,None
10,39,13  +  8,30,1.45,130.45,21        23,130.45,1.45,131.9, ,131.9,132,0.1,1,45.0,45.00349660000211,46.45545819999825,47.92275559999689,None,False,None
11,23,14  +  9,33,1.45,82.45,21        23,82.45,1.45,83.9, ,83.9,84,0.1,2,48.0,48.00468639999599,49.456530999996176,50.924902500002645,None,False,None
12,28,19  +  2,36,1.45,97.45,21        23,97.45,1.45,98.9, ,98.9,99,0.1,1,51.0,51.00461659999564,52.45657889999711,53.924750599995605,None,False,None
13,57,16  +  9,39,1.45,199.45,23        25,199.45,1.45,200.9, ,200.9,201,0.1,2,54.0,54.00498230000085,55.45763050000096,56.92598229999567,None,False,None
14,22,19  +  6,42,1.45,79.45,25        23,79.45,1.45,80.9, ,80.9,81,0.1,1,57.0,57.00629389999813,58.4614425999971,59.92698479999672,None,False,None
15,58,19  +  7,45,1.45,202.45,26        24,202.45,1.45,203.9, ,203.9,204,0.1,1,60.0,60.00722120000137,61.4623197999972,62.92976159999671,None,False,None
16,16,17  +  9,48,1.45,46.45,26        28,46.45,1.45,47.9, ,47.9,48,0.1,1,63.0,63.007920700001705,64.46454219999578,65.93086590000166,None,False,None
