Trial_No,Type,Condition,Stim1,Stim1_F1,Stim2,Stim2_F1,Stim2_F2,Corr_Resp,trialstart_time,keystart_time,resp_key,response,keypress_time,key_RT
1,E,1,Friend,C,excitable,CU,Positive,NIL,2.3649529999820516,4.700157199986279,None,None,nan,nan
2,E,1,Friend,C,cautious,CU,Positive,NIL,6.207038799999282,8.552109300042503,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,10.060341499978676,12.398320600041188,None,None,nan,nan
3,E,3,Upper Case,C,phony,CU,Negative,Yes,10.060341499978676,12.398320600041188,None,None,nan,nan
