trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,73.28405399999997,None,78.2008755,None,,001,2021_Oct_21_1703,exp,2021.2.3,60.675598519286105,
1,0,1,0,83.21661969999997,None,87.20043329999999,None,,001,2021_Oct_21_1703,exp,2021.2.3,60.675598519286105,
