trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,53.596294299990404,None,58.56010400003288,None,,001,2021_Oct_19_2113,exp,2021.2.3,143.85591385116135,
1,0,1,0,63.56706849997863,None,67.56768199999351,None,,001,2021_Oct_19_2113,exp,2021.2.3,143.85591385116135,
2,0,2,0,71.57483489997685,None,76.56871880003018,None,,001,2021_Oct_19_2113,exp,2021.2.3,143.85591385116135,
3,0,3,0,81.59082739998121,None,85.57459189998917,None,,001,2021_Oct_19_2113,exp,2021.2.3,143.85591385116135,
4,0,4,0,89.58155280002393,None,93.57501440000487,None,,001,2021_Oct_19_2113,exp,2021.2.3,143.85591385116135,
