trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,40.27339099999517,None,44.15302149998024,None,,001,2021_Oct_21_1429,exp,2021.2.3,146.1958380971868,
1,0,1,0,48.16028890002053,None,52.153335099923424,None,,001,2021_Oct_21_1429,exp,2021.2.3,146.1958380971868,
