trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,41.22002120001707,None,45.100662800017744,None,,001,2021_Oct_21_1930,exp,2021.2.3,146.91320657747784,
1,0,1,0,49.119111599982716,None,54.108995000016876,None,,001,2021_Oct_21_1930,exp,2021.2.3,146.91320657747784,
