trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,memoryPrompt.started,memoryPrompt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.488569800000732,None,,,,,,,
